,3,4,5,6,7,8,9,10,11,12,13,14
1,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832
100,0.769,0.781,0.787,0.795,0.797,0.803,0.802,0.803,0.803,0.81,0.809,0.811
1000,0.299,0.333,0.4040000000000001,0.436,0.46,0.49499999999999994,0.518,0.54,0.563,0.581,0.587,0.613
10000,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
20000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
