,3,4,5,6,7,8,9,10
1,0.6549,0.6549,0.6549,0.6549,0.6549,0.6549,0.6549,0.6549
10,0.6535,0.6529,0.653,0.6529,0.6524,0.6524,0.6525,0.6518
100,0.6373,0.6344,0.6321,0.6301,0.6277,0.627,0.6271,0.6252
1000,0.4691,0.44670000000000004,0.42849999999999994,0.4112,0.3973,0.3813,0.3714,0.35989999999999994
10000,0.0231,0.0083,0.0030000000000000005,0.0018000000000000002,0.0004,0.0002,0.0001,0.0001
20000,0.0042,0.0008,0.0003,0.0,0.0,0.0,0.0,0.0
30000,0.0019,0.0006,0.0001,0.0,0.0,0.0,0.0,0.0
